"1011852,Maykop,""Maykop,Adygea,Russia"",21250,RU,City,Active"
"1011853,Barnaul,""Barnaul,Altai Krai,Russia"",21385,RU,City,Active"
"1011854,Biysk,""Biysk,Altai Krai,Russia"",21385,RU,City,Active"
"1011855,Rubtsovsk,""Rubtsovsk,Altai Krai,Russia"",21385,RU,City,Active"
"1011856,Slavgorod,""Slavgorod,Altai Krai,Russia"",21385,RU,City,Active"
"1011858,Blagoveshchensk,""Blagoveshchensk,Amur Oblast,Russia"",20915,RU,City,Active"
"1011859,Arkhangelsk,""Arkhangelsk,Arkhangelsk Oblast,Russia"",20916,RU,City,Active"
"1011860,Kotlas,""Kotlas,Arkhangelsk Oblast,Russia"",20916,RU,City,Active"
"1011861,Severodvinsk,""Severodvinsk,Arkhangelsk Oblast,Russia"",20916,RU,City,Active"
"1011862,Astrakhan,""Astrakhan,Astrakhan Oblast,Russia"",20917,RU,City,Active"
"1011863,Neftekamsk,""Neftekamsk,Republic of Bashkortostan,Russia"",20918,RU,City,Active"
"1011864,Oktyabrsky,""Oktyabrsky,Republic of Bashkortostan,Russia"",20918,RU,City,Active"
"1011865,Salavat,""Salavat,Republic of Bashkortostan,Russia"",20918,RU,City,Active"
"1011866,Sterlitamak,""Sterlitamak,Republic of Bashkortostan,Russia"",20918,RU,City,Active"
"1011867,Ufa,""Ufa,Republic of Bashkortostan,Russia"",20918,RU,City,Active"
"1011868,Belgorod,""Belgorod,Belgorod Oblast,Russia"",20919,RU,City,Active"
"1011869,Bryansk,""Bryansk,Bryansk Oblast,Russia"",20920,RU,City,Active"
"1011870,Ulan-Ude,""Ulan-Ude,Buryatia,Russia"",20921,RU,City,Active"
"1011871,Argayash,""Argayash,Chelyabinsk Oblast,Russia"",20922,RU,City,Active"
"1011872,Asha,""Asha,Chelyabinsk Oblast,Russia"",20922,RU,City,Active"
"1011873,Chebarkul,""Chebarkul,Chelyabinsk Oblast,Russia"",20922,RU,City,Active"
"1011874,Chelyabinsk,""Chelyabinsk,Chelyabinsk Oblast,Russia"",20922,RU,City,Active"
"1011875,Karabash,""Karabash,Chelyabinsk Oblast,Russia"",20922,RU,City,Active"
"1011876,Kartaly,""Kartaly,Chelyabinsk Oblast,Russia"",20922,RU,City,Active"
"1011877,Katav-Ivanovsk,""Katav-Ivanovsk,Chelyabinsk Oblast,Russia"",20922,RU,City,Active"
"1011878,Kopeysk,""Kopeysk,Chelyabinsk Oblast,Russia"",20922,RU,City,Active"
"1011879,Korkino,""Korkino,Chelyabinsk Oblast,Russia"",20922,RU,City,Active"
"1011880,Kyshtym,""Kyshtym,Chelyabinsk Oblast,Russia"",20922,RU,City,Active"
"1011881,Magnitogorsk,""Magnitogorsk,Chelyabinsk Oblast,Russia"",20922,RU,City,Active"
"1011882,Miass,""Miass,Chelyabinsk Oblast,Russia"",20922,RU,City,Active"
"1011883,Plast,""Plast,Chelyabinsk Oblast,Russia"",20922,RU,City,Active"
"1011884,Satka,""Satka,Chelyabinsk Oblast,Russia"",20922,RU,City,Active"
"1011885,Troitsk,""Troitsk,Chelyabinsk Oblast,Russia"",20922,RU,City,Active"
"1011886,Ust-Katav,""Ust-Katav,Chelyabinsk Oblast,Russia"",20922,RU,City,Active"
"1011887,Verkhny Ufaley,""Verkhny Ufaley,Chelyabinsk Oblast,Russia"",20922,RU,City,Active"
"1011888,Yuzhnouralsk,""Yuzhnouralsk,Chelyabinsk Oblast,Russia"",20922,RU,City,Active"
"1011889,Zlatoust,""Zlatoust,Chelyabinsk Oblast,Russia"",20922,RU,City,Active"
"1011892,Makhachkala,""Makhachkala,Dagestan Republic,Russia"",20925,RU,City,Active"
"1011894,Angarsk,""Angarsk,Irkutsk Oblast,Russia"",20926,RU,City,Active"
"1011895,Bratsk,""Bratsk,Irkutsk Oblast,Russia"",20926,RU,City,Active"
"1011896,Irkutsk,""Irkutsk,Irkutsk Oblast,Russia"",20926,RU,City,Active"
"1011897,Ust-Ilimsk,""Ust-Ilimsk,Irkutsk Oblast,Russia"",20926,RU,City,Active"
"1011898,Ivanovo,""Ivanovo,Ivanovo Oblast,Russia"",20927,RU,City,Active"
"1011899,Petropavlovsk-Kamchatskiy,""Petropavlovsk-Kamchatskiy,Kamchatka Krai,Russia"",20928,RU,City,Active"
"1011901,Nalchik,""Nalchik,Kabardino-Balkaria,Russia"",20929,RU,City,Active"
"1011902,Cherkessk,""Cherkessk,Karachay-Cherkessia,Russia"",20930,RU,City,Active"
"1011903,Zelenchukskaya,""Zelenchukskaya,Karachay-Cherkessia,Russia"",20930,RU,City,Active"
"1011904,Gelendzhik,""Gelendzhik,Krasnodar Krai,Russia"",20931,RU,City,Active"
"1011905,Krasnodar,""Krasnodar,Krasnodar Krai,Russia"",20931,RU,City,Active"
"1011906,Novorossiysk,""Novorossiysk,Krasnodar Krai,Russia"",20931,RU,City,Active"
"1011907,Sochi,""Sochi,Krasnodar Krai,Russia"",20931,RU,City,Active"
"1011909,Kemerovo,""Kemerovo,Kemerovo Oblast,Russia"",20932,RU,City,Active"
"1011910,Leninsk-Kuznetskiy,""Leninsk-Kuznetskiy,Kemerovo Oblast,Russia"",20932,RU,City,Active"
"1011911,Mezhdurechensk,""Mezhdurechensk,Kemerovo Oblast,Russia"",20932,RU,City,Active"
"1011912,Novokuznetsk,""Novokuznetsk,Kemerovo Oblast,Russia"",20932,RU,City,Active"
"1011913,Prokopyevsk,""Prokopyevsk,Kemerovo Oblast,Russia"",20932,RU,City,Active"
"1011914,Kaliningrad,""Kaliningrad,Kaliningrad Oblast,Russia"",20933,RU,City,Active"
"1011916,Kurgan,""Kurgan,Kurgan Oblast,Russia"",20934,RU,City,Active"
"1011918,Khabarovsk,""Khabarovsk,Khabarovsk Krai,Russia"",20935,RU,City,Active"
"1011920,Vanino,""Vanino,Khabarovsk Krai,Russia"",20935,RU,City,Active"
"1011921,Khanty-Mansiysk,""Khanty-Mansiysk,Khanty-Mansi Autonomous Okrug,Russia"",20936,RU,City,Active"
"1011922,Nefteyugansk,""Nefteyugansk,Khanty-Mansi Autonomous Okrug,Russia"",20936,RU,City,Active"
"1011923,Nizhnevartovsk,""Nizhnevartovsk,Khanty-Mansi Autonomous Okrug,Russia"",20936,RU,City,Active"
"1011924,Surgut,""Surgut,Khanty-Mansi Autonomous Okrug,Russia"",20936,RU,City,Active"
"1011925,Kirov,""Kirov,Kirov Oblast,Russia"",20937,RU,City,Active"
"1011926,Abakan,""Abakan,Republic of Khakassia,Russia"",20938,RU,City,Active"
"1011927,Elista,""Elista,Kalmykia,Russia"",21243,RU,City,Active"
"1011928,Kaluga,""Kaluga,Kaluga Oblast,Russia"",20939,RU,City,Active"
"1011929,Obninsk,""Obninsk,Kaluga Oblast,Russia"",20939,RU,City,Active"
"1011930,Inta,""Inta,Komi Republic,Russia"",20940,RU,City,Active"
"1011931,Syktyvkar,""Syktyvkar,Komi Republic,Russia"",20940,RU,City,Active"
"1011932,Ukhta,""Ukhta,Komi Republic,Russia"",20940,RU,City,Active"
"1011933,Vorkuta,""Vorkuta,Komi Republic,Russia"",20940,RU,City,Active"
"1011934,Kostroma,""Kostroma,Kostroma Oblast,Russia"",20941,RU,City,Active"
"1011935,Petrozavodsk,""Petrozavodsk,Republic of Karelia,Russia"",20942,RU,City,Active"
"1011936,Kurchatov,""Kurchatov,Kursk Oblast,Russia"",20943,RU,City,Active"
"1011937,Kursk,""Kursk,Kursk Oblast,Russia"",20943,RU,City,Active"
"1011938,Zheleznogorsk,""Zheleznogorsk,Kursk Oblast,Russia"",20943,RU,City,Active"
"1011939,Achinsk,""Achinsk,Krasnoyarsk Krai,Russia"",20944,RU,City,Active"
"1011941,Krasnoyarsk,""Krasnoyarsk,Krasnoyarsk Krai,Russia"",20944,RU,City,Active"
"1011943,Gatchina,""Gatchina,Leningrad Oblast,Russia"",20945,RU,City,Active"
"1011944,Kirishi,""Kirishi,Leningrad Oblast,Russia"",20945,RU,City,Active"
"1011945,Volkhov,""Volkhov,Leningrad Oblast,Russia"",20945,RU,City,Active"
"1011946,Vyborg,""Vyborg,Leningrad Oblast,Russia"",20945,RU,City,Active"
"1011947,Lipetsk,""Lipetsk,Lipetsk Oblast,Russia"",20946,RU,City,Active"
"1011948,Magadan,""Magadan,Magadan Oblast,Russia"",20947,RU,City,Active"
"1011949,Yoshkar-Ola,""Yoshkar-Ola,Mari El Republic,Russia"",21234,RU,City,Active"
"1011950,Saransk,""Saransk,Mordovia,Russia"",20948,RU,City,Active"
"1011951,Balashikha,""Balashikha,Moscow Oblast,Russia"",20949,RU,City,Active"
"1011952,Chernogolovka,""Chernogolovka,Moscow Oblast,Russia"",20949,RU,City,Active"
"1011953,Dedovsk,""Dedovsk,Moscow Oblast,Russia"",20949,RU,City,Active"
"1011954,Dubna,""Dubna,Moscow Oblast,Russia"",20949,RU,City,Active"
"1011955,Elektrostal,""Elektrostal,Moscow Oblast,Russia"",20949,RU,City,Active"
"1011956,Khimki,""Khimki,Moscow Oblast,Russia"",20949,RU,City,Active"
"1011957,Kolomna,""Kolomna,Moscow Oblast,Russia"",20949,RU,City,Active"
"1011958,Korolyov,""Korolyov,Moscow Oblast,Russia"",20949,RU,City,Active"
"1011959,Lobnya,""Lobnya,Moscow Oblast,Russia"",20949,RU,City,Active"
"1011960,Mozhaysk,""Mozhaysk,Moscow Oblast,Russia"",20949,RU,City,Active"
"1011961,Noginsk,""Noginsk,Moscow Oblast,Russia"",20949,RU,City,Active"
"1011962,Odintsovo,""Odintsovo,Moscow Oblast,Russia"",20949,RU,City,Active"
"1011963,Podolsk,""Podolsk,Moscow Oblast,Russia"",20949,RU,City,Active"
"1011964,Pushkino,""Pushkino,Moscow Oblast,Russia"",20949,RU,City,Active"
"1011965,Serpukhov,""Serpukhov,Moscow Oblast,Russia"",20949,RU,City,Active"
"1011966,Stupino,""Stupino,Moscow Oblast,Russia"",20949,RU,City,Active"
"1011968,Zhukovskiy,""Zhukovskiy,Moscow Oblast,Russia"",20949,RU,City,Active"
"1011969,Moscow,""Moscow,Moscow,Russia"",20950,RU,City,Active"
"1011970,Sergiev Posad,""Sergiev Posad,Moscow Oblast,Russia"",20949,RU,City,Active"
"1011972,Apatity,""Apatity,Murmansk Oblast,Russia"",20951,RU,City,Active"
"1011973,Kandalaksha,""Kandalaksha,Murmansk Oblast,Russia"",20951,RU,City,Active"
"1011974,Kirovsk,""Kirovsk,Murmansk Oblast,Russia"",20951,RU,City,Active"
"1011976,Murmansk,""Murmansk,Murmansk Oblast,Russia"",20951,RU,City,Active"
"1011977,Veliky Novgorod,""Veliky Novgorod,Novgorod Oblast,Russia"",20952,RU,City,Active"
"1011978,Arzamas,""Arzamas,Nizhny Novgorod Oblast,Russia"",20953,RU,City,Active"
"1011979,Bor,""Bor,Nizhny Novgorod Oblast,Russia"",20953,RU,City,Active"
"1011980,Dzerzhinsk,""Dzerzhinsk,Nizhny Novgorod Oblast,Russia"",20953,RU,City,Active"
"1011981,Nizhny Novgorod,""Nizhny Novgorod,Nizhny Novgorod Oblast,Russia"",20953,RU,City,Active"
"1011982,Berdsk,""Berdsk,Novosibirsk Oblast,Russia"",20954,RU,City,Active"
"1011983,Kochenеvo,""Kochenеvo,Novosibirsk Oblast,Russia"",20954,RU,City,Active"
"1011984,Novosibirsk,""Novosibirsk,Novosibirsk Oblast,Russia"",20954,RU,City,Active"
"1011985,Omsk,""Omsk,Omsk Oblast,Russia"",20955,RU,City,Active"
"1011987,Orenburg,""Orenburg,Orenburg Oblast,Russia"",20956,RU,City,Active"
"1011988,Orsk,""Orsk,Orenburg Oblast,Russia"",20956,RU,City,Active"
"1011990,Oryol,""Oryol,Oryol Oblast,Russia"",21256,RU,City,Active"
"1011991,Berezniki,""Berezniki,Perm Krai,Russia"",20957,RU,City,Active"
"1011992,Lysva,""Lysva,Perm Krai,Russia"",20957,RU,City,Active"
"1011993,Perm,""Perm,Perm Krai,Russia"",20957,RU,City,Active"
"1011994,Solikamsk,""Solikamsk,Perm Krai,Russia"",20957,RU,City,Active"
"1011996,Penza,""Penza,Penza Oblast,Russia"",20958,RU,City,Active"
"1011998,Arsenyev,""Arsenyev,Primorsky Krai,Russia"",20959,RU,City,Active"
"1012000,Dalnegorsk,""Dalnegorsk,Primorsky Krai,Russia"",20959,RU,City,Active"
"1012002,Lesozavodsk,""Lesozavodsk,Primorsky Krai,Russia"",20959,RU,City,Active"
"1012003,Nakhodka,""Nakhodka,Primorsky Krai,Russia"",20959,RU,City,Active"
"1012006,Spassk-Dalny,""Spassk-Dalny,Primorsky Krai,Russia"",20959,RU,City,Active"
"1012007,Ussuriysk,""Ussuriysk,Primorsky Krai,Russia"",20959,RU,City,Active"
"1012008,Vladivostok,""Vladivostok,Primorsky Krai,Russia"",20959,RU,City,Active"
"1012009,Ostrov,""Ostrov,Pskov Oblast,Russia"",20960,RU,City,Active"
"1012010,Pskov,""Pskov,Pskov Oblast,Russia"",20960,RU,City,Active"
"1012011,Velikiye Luki,""Velikiye Luki,Pskov Oblast,Russia"",20960,RU,City,Active"
"1012012,Novocherkassk,""Novocherkassk,Rostov Oblast,Russia"",20961,RU,City,Active"
"1012013,Rostov-on-Don,""Rostov-on-Don,Rostov Oblast,Russia"",20961,RU,City,Active"
"1012014,Shakhty,""Shakhty,Rostov Oblast,Russia"",20961,RU,City,Active"
"1012015,Taganrog,""Taganrog,Rostov Oblast,Russia"",20961,RU,City,Active"
"1012016,Volgodonsk,""Volgodonsk,Rostov Oblast,Russia"",20961,RU,City,Active"
"1012017,Ryazan,""Ryazan,Ryazan Oblast,Russia"",20962,RU,City,Active"
"1012018,Yakutsk,""Yakutsk,Sakha Republic,Russia"",20963,RU,City,Active"
"1012020,Kholmsk,""Kholmsk,Sakhalin Oblast,Russia"",20964,RU,City,Active"
"1012021,Korsakov,""Korsakov,Sakhalin Oblast,Russia"",20964,RU,City,Active"
"1012023,Nogliki,""Nogliki,Sakhalin Oblast,Russia"",20964,RU,City,Active"
"1012025,Poronaysk,""Poronaysk,Sakhalin Oblast,Russia"",20964,RU,City,Active"
"1012027,Yuzhno-Sakhalinsk,""Yuzhno-Sakhalinsk,Sakhalin Oblast,Russia"",20964,RU,City,Active"
"1012028,Novokuybyshevsk,""Novokuybyshevsk,Samara Oblast,Russia"",20965,RU,City,Active"
"1012029,Samara,""Samara,Samara Oblast,Russia"",20965,RU,City,Active"
"1012031,Syzran,""Syzran,Samara Oblast,Russia"",20965,RU,City,Active"
"1012032,Tolyatti,""Tolyatti,Samara Oblast,Russia"",20965,RU,City,Active"
"1012033,Balakovo,""Balakovo,Saratov Oblast,Russia"",20966,RU,City,Active"
"1012034,Engels,""Engels,Saratov Oblast,Russia"",20966,RU,City,Active"
"1012035,Marks,""Marks,Saratov Oblast,Russia"",20966,RU,City,Active"
"1012036,Saratov,""Saratov,Saratov Oblast,Russia"",20966,RU,City,Active"
"1012037,Vladikavkaz,""Vladikavkaz,North Ossetia–Alania,Russia"",21252,RU,City,Active"
"1012038,Smolensk,""Smolensk,Smolensk Oblast,Russia"",20967,RU,City,Active"
"1012039,Lodejnoje Polje,""Lodejnoje Polje,Leningrad Oblast,Russia"",20945,RU,City,Active"
"1012040,Saint Petersburg,""Saint Petersburg,Saint Petersburg,Russia"",20968,RU,City,Active"
"1012041,Essentuki,""Essentuki,Stavropol Krai,Russia"",20969,RU,City,Active"
"1012042,Pyatigorsk,""Pyatigorsk,Stavropol Krai,Russia"",20969,RU,City,Active"
"1012043,Stavropol,""Stavropol,Stavropol Krai,Russia"",20969,RU,City,Active"
"1012044,Artemovskiy,""Artemovskiy,Sverdlovsk Oblast,Russia"",20970,RU,City,Active"
"1012045,Kamensk-Uralsky,""Kamensk-Uralsky,Sverdlovsk Oblast,Russia"",20970,RU,City,Active"
"1012046,Krasnoturinsk,""Krasnoturinsk,Sverdlovsk Oblast,Russia"",20970,RU,City,Active"
"1012047,Krasnouralsk,""Krasnouralsk,Sverdlovsk Oblast,Russia"",20970,RU,City,Active"
"1012048,Nizhny Tagil,""Nizhny Tagil,Sverdlovsk Oblast,Russia"",20970,RU,City,Active"
"1012049,Pervouralsk,""Pervouralsk,Sverdlovsk Oblast,Russia"",20970,RU,City,Active"
"1012050,Revda,""Revda,Sverdlovsk Oblast,Russia"",20970,RU,City,Active"
"1012051,Serov,""Serov,Sverdlovsk Oblast,Russia"",20970,RU,City,Active"
"1012052,Yekaterinburg,""Yekaterinburg,Sverdlovsk Oblast,Russia"",20970,RU,City,Active"
"1012053,Almetyevsk,""Almetyevsk,Tatarstan,Russia"",20971,RU,City,Active"
"1012054,Kazan,""Kazan,Tatarstan,Russia"",20971,RU,City,Active"
"1012055,Naberezhnye Chelny,""Naberezhnye Chelny,Tatarstan,Russia"",20971,RU,City,Active"
"1012056,Michurinsk,""Michurinsk,Tambov Oblast,Russia"",20972,RU,City,Active"
"1012057,Tambov,""Tambov,Tambov Oblast,Russia"",20972,RU,City,Active"
"1012058,Norilsk,""Norilsk,Krasnoyarsk Krai,Russia"",20944,RU,City,Active"
"1012059,Tomsk,""Tomsk,Tomsk Oblast,Russia"",20974,RU,City,Active"
"1012060,Tula,""Tula,Tula Oblast,Russia"",20975,RU,City,Active"
"1012061,Tver,""Tver,Tver Oblast,Russia"",20976,RU,City,Active"
"1012062,Tyumen,""Tyumen,Tyumen Oblast,Russia"",20977,RU,City,Active"
"1012063,Glazov,""Glazov,Udmurt Republic,Russia"",20978,RU,City,Active"
"1012064,Izhevsk,""Izhevsk,Udmurt Republic,Russia"",20978,RU,City,Active"
"1012065,Votkinsk,""Votkinsk,Udmurt Republic,Russia"",20978,RU,City,Active"
"1012066,Dimitrovgrad,""Dimitrovgrad,Ulyanovsk Oblast,Russia"",20979,RU,City,Active"
"1012067,Ulyanovsk,""Ulyanovsk,Ulyanovsk Oblast,Russia"",20979,RU,City,Active"
"1012068,Volgograd,""Volgograd,Volgograd Oblast,Russia"",20980,RU,City,Active"
"1012069,Volzhskiy,""Volzhskiy,Volgograd Oblast,Russia"",20980,RU,City,Active"
"1012070,Kolchugino,""Kolchugino,Vladimir Oblast,Russia"",20981,RU,City,Active"
"1012071,Kovrov,""Kovrov,Vladimir Oblast,Russia"",20981,RU,City,Active"
"1012072,Murom,""Murom,Vladimir Oblast,Russia"",20981,RU,City,Active"
"1012073,Vladimir,""Vladimir,Vladimir Oblast,Russia"",20981,RU,City,Active"
"1012074,Cherepovets,""Cherepovets,Vologda Oblast,Russia"",20982,RU,City,Active"
"1012075,Vologda,""Vologda,Vologda Oblast,Russia"",20982,RU,City,Active"
"1012077,Voronezh,""Voronezh,Voronezh Oblast,Russia"",20983,RU,City,Active"
"1012078,Nadym,""Nadym,Yamalo-Nenets Autonomous Okrug,Russia"",20984,RU,City,Active"
"1012079,Salekhard,""Salekhard,Yamalo-Nenets Autonomous Okrug,Russia"",20984,RU,City,Active"
"1012080,Tarko-Sale,""Tarko-Sale,Yamalo-Nenets Autonomous Okrug,Russia"",20984,RU,City,Active"
"1012081,Pereslavl-Zalessky,""Pereslavl-Zalessky,Yaroslavl Oblast,Russia"",20985,RU,City,Active"
"1012082,Rostov,""Rostov,Yaroslavl Oblast,Russia"",20985,RU,City,Active"
"1012084,Yaroslavl,""Yaroslavl,Yaroslavl Oblast,Russia"",20985,RU,City,Active"
"1012085,Birobidzhan,""Birobidzhan,Jewish Autonomous Oblast,Russia"",21277,RU,City,Active"
"1017292,Russiaville,""Russiaville,Indiana,United States"",21148,US,City,Active"
"1023974,Russia,""Russia,Ohio,United States"",21168,US,City,Active"
"1024985,King of Prussia,""King of Prussia,Pennsylvania,United States"",21171,US,City,Active"
"20914,Altai Republic,""Altai Republic,Russia"",2643,RU,Region,Active"
"20915,Amur Oblast,""Amur Oblast,Russia"",2643,RU,Region,Active"
"20916,Arkhangelsk Oblast,""Arkhangelsk Oblast,Russia"",2643,RU,Region,Active"
"20917,Astrakhan Oblast,""Astrakhan Oblast,Russia"",2643,RU,Region,Active"
"20918,Republic of Bashkortostan,""Republic of Bashkortostan,Russia"",2643,RU,Region,Active"
"20919,Belgorod Oblast,""Belgorod Oblast,Russia"",2643,RU,Region,Active"
"20920,Bryansk Oblast,""Bryansk Oblast,Russia"",2643,RU,Region,Active"
"20921,Buryatia,""Buryatia,Russia"",2643,RU,Region,Active"
"20922,Chelyabinsk Oblast,""Chelyabinsk Oblast,Russia"",2643,RU,Region,Active"
"20924,Chukotka Autonomous Okrug,""Chukotka Autonomous Okrug,Russia"",2643,RU,Region,Active"
"20925,Dagestan Republic,""Dagestan Republic,Russia"",2643,RU,Region,Active"
"20926,Irkutsk Oblast,""Irkutsk Oblast,Russia"",2643,RU,Region,Active"
"20927,Ivanovo Oblast,""Ivanovo Oblast,Russia"",2643,RU,Region,Active"
"20928,Kamchatka Krai,""Kamchatka Krai,Russia"",2643,RU,Region,Active"
"20929,Kabardino-Balkaria,""Kabardino-Balkaria,Russia"",2643,RU,Region,Active"
"20930,Karachay-Cherkessia,""Karachay-Cherkessia,Russia"",2643,RU,Region,Active"
"20931,Krasnodar Krai,""Krasnodar Krai,Russia"",2643,RU,Region,Active"
"20932,Kemerovo Oblast,""Kemerovo Oblast,Russia"",2643,RU,Region,Active"
"20933,Kaliningrad Oblast,""Kaliningrad Oblast,Russia"",2643,RU,Region,Active"
"20934,Kurgan Oblast,""Kurgan Oblast,Russia"",2643,RU,Region,Active"
"20935,Khabarovsk Krai,""Khabarovsk Krai,Russia"",2643,RU,Region,Active"
"20936,Khanty-Mansi Autonomous Okrug,""Khanty-Mansi Autonomous Okrug,Russia"",2643,RU,Region,Active"
"20937,Kirov Oblast,""Kirov Oblast,Russia"",2643,RU,Region,Active"
"20938,Republic of Khakassia,""Republic of Khakassia,Russia"",2643,RU,Region,Active"
"20939,Kaluga Oblast,""Kaluga Oblast,Russia"",2643,RU,Region,Active"
"20940,Komi Republic,""Komi Republic,Russia"",2643,RU,Region,Active"
"20941,Kostroma Oblast,""Kostroma Oblast,Russia"",2643,RU,Region,Active"
"20942,Republic of Karelia,""Republic of Karelia,Russia"",2643,RU,Region,Active"
"20943,Kursk Oblast,""Kursk Oblast,Russia"",2643,RU,Region,Active"
"20944,Krasnoyarsk Krai,""Krasnoyarsk Krai,Russia"",2643,RU,Region,Active"
"20945,Leningrad Oblast,""Leningrad Oblast,Russia"",2643,RU,Region,Active"
"20946,Lipetsk Oblast,""Lipetsk Oblast,Russia"",2643,RU,Region,Active"
"20947,Magadan Oblast,""Magadan Oblast,Russia"",2643,RU,Region,Active"
"20948,Mordovia,""Mordovia,Russia"",2643,RU,Region,Active"
"20949,Moscow Oblast,""Moscow Oblast,Russia"",2643,RU,Region,Active"
"20950,Moscow,""Moscow,Russia"",2643,RU,Region,Active"
"20951,Murmansk Oblast,""Murmansk Oblast,Russia"",2643,RU,Region,Active"
"20952,Novgorod Oblast,""Novgorod Oblast,Russia"",2643,RU,Region,Active"
